inference_time (millisec),conf_scores,class_names,bboxes
154.98590469360352,"[100, 82]","['person', 'person']","[[579, 150, 633, 258], [345, 173, 376, 259]]"
177.63304710388184,"[99, 89]","['person', 'person']","[[583, 150, 634, 258], [344, 172, 374, 260]]"
159.6386432647705,"[97, 88]","['person', 'person']","[[586, 149, 634, 260], [343, 172, 373, 260]]"
160.39133071899414,"[86, 80, 80]","['person', 'person', 'person']","[[343, 173, 372, 261], [503, 125, 551, 271], [4, 173, 38, 269]]"
163.06352615356445,"[91, 85]","['person', 'person']","[[341, 173, 372, 263], [507, 126, 553, 264]]"
162.18280792236328,"[90, 88]","['person', 'person']","[[196, 141, 248, 280], [339, 173, 372, 261]]"
243.54791641235352,"[93, 86]","['person', 'person']","[[197, 141, 247, 280], [337, 173, 369, 261]]"
153.37419509887695,"[90, 81]","['person', 'person']","[[194, 140, 246, 287], [399, 163, 435, 262]]"
213.55724334716797,[83],['person'],"[[190, 139, 244, 289]]"
149.49488639831543,[],[],[]
155.5039882659912,[],[],[]
150.43401718139648,[],[],[]
158.5986614227295,[],[],[]
155.045747756958,[],[],[]
148.59461784362793,[],[],[]
207.63635635375977,[],[],[]
178.49183082580566,"[85, 84]","['person', 'person']","[[531, 127, 589, 275], [161, 143, 217, 290]]"
148.64563941955566,"[93, 92, 86]","['person', 'person', 'person']","[[531, 130, 589, 270], [160, 142, 213, 289], [314, 174, 351, 263]]"
149.32632446289062,"[95, 92, 88, 85]","['person', 'person', 'person', 'person']","[[534, 130, 591, 271], [312, 174, 350, 264], [157, 144, 211, 289], [377, 165, 408, 262]]"
161.72170639038086,"[97, 94, 92]","['person', 'person', 'person']","[[310, 174, 346, 264], [536, 130, 592, 270], [374, 165, 408, 263]]"
156.9373607635498,"[98, 93, 88]","['person', 'person', 'person']","[[308, 175, 344, 264], [369, 164, 407, 263], [539, 131, 593, 271]]"
160.48145294189453,"[98, 94, 81]","['person', 'person', 'person']","[[306, 175, 343, 264], [368, 164, 407, 264], [542, 135, 591, 274]]"
158.42032432556152,"[97, 92, 84]","['person', 'person', 'person']","[[305, 176, 342, 264], [368, 164, 406, 263], [125, 147, 175, 285]]"
151.5185832977295,"[99, 91, 80]","['person', 'person', 'person']","[[303, 175, 343, 264], [367, 164, 407, 264], [124, 146, 182, 289]]"
156.97741508483887,"[99, 91]","['person', 'person']","[[301, 175, 343, 265], [366, 163, 406, 263]]"
157.45091438293457,"[100, 83]","['person', 'person']","[[300, 174, 343, 266], [364, 162, 405, 264]]"
152.97365188598633,[98],['person'],"[[297, 173, 339, 265]]"
154.64019775390625,"[92, 82]","['person', 'person']","[[295, 173, 334, 265], [127, 141, 185, 294]]"
157.3483943939209,[],[],[]
153.5801887512207,"[86, 83]","['person', 'person']","[[122, 149, 181, 288], [563, 132, 621, 270]]"
154.0966033935547,"[84, 84]","['person', 'person']","[[564, 130, 621, 271], [124, 144, 178, 286]]"
152.4808406829834,[89],['person'],"[[564, 130, 621, 271]]"
219.69294548034668,[92],['person'],"[[566, 131, 621, 271]]"
150.2664089202881,"[93, 87]","['person', 'person']","[[568, 133, 621, 269], [283, 176, 315, 265]]"
160.16459465026855,"[94, 91]","['person', 'person']","[[570, 134, 621, 268], [281, 175, 315, 266]]"
158.0030918121338,"[95, 93]","['person', 'person']","[[571, 137, 623, 268], [279, 175, 314, 266]]"
163.7132167816162,"[97, 88, 86]","['person', 'person', 'person']","[[276, 174, 311, 267], [574, 139, 627, 267], [342, 165, 376, 263]]"
166.7797565460205,"[97, 89, 84]","['person', 'person', 'person']","[[274, 173, 309, 266], [340, 165, 375, 265], [88, 141, 151, 288]]"
171.16141319274902,"[97, 91, 84]","['person', 'person', 'person']","[[275, 174, 308, 266], [338, 164, 374, 264], [86, 143, 149, 286]]"
164.28351402282715,[96],['person'],"[[274, 175, 305, 265]]"
164.79969024658203,[96],['person'],"[[272, 174, 305, 266]]"
234.76696014404297,[93],['person'],"[[273, 174, 305, 265]]"
170.70794105529785,"[87, 83]","['person', 'person']","[[579, 151, 616, 268], [270, 174, 303, 265]]"
153.95307540893555,"[87, 82]","['person', 'person']","[[579, 150, 617, 268], [270, 174, 302, 267]]"
192.7511692047119,[87],['person'],"[[578, 150, 618, 268]]"
161.00144386291504,[84],['person'],"[[580, 148, 622, 269]]"
161.635160446167,[88],['person'],"[[582, 150, 621, 268]]"
157.84692764282227,"[87, 81]","['person', 'person']","[[583, 148, 622, 268], [318, 163, 353, 267]]"
156.99148178100586,"[90, 86]","['person', 'person']","[[578, 148, 621, 268], [316, 163, 352, 267]]"
148.58436584472656,"[93, 92]","['person', 'person']","[[581, 151, 620, 268], [313, 164, 351, 266]]"
182.9690933227539,"[98, 96]","['person', 'person']","[[307, 164, 348, 266], [582, 152, 620, 268]]"
150.9997844696045,"[98, 97, 84]","['person', 'person', 'person']","[[306, 163, 348, 266], [581, 154, 622, 267], [244, 173, 278, 266]]"
160.68530082702637,"[99, 98, 86]","['person', 'person', 'person']","[[303, 163, 348, 266], [578, 155, 619, 264], [244, 173, 277, 267]]"
155.33018112182617,"[98, 96, 86]","['person', 'person', 'person']","[[302, 162, 343, 265], [578, 156, 615, 262], [243, 173, 276, 267]]"
152.35447883605957,"[93, 93, 85]","['person', 'person', 'person']","[[579, 157, 611, 261], [302, 162, 340, 264], [243, 173, 275, 267]]"
155.70902824401855,"[91, 88, 82]","['person', 'person', 'person']","[[241, 174, 273, 267], [578, 158, 609, 261], [300, 161, 337, 264]]"
150.92229843139648,"[94, 92]","['person', 'person']","[[574, 157, 608, 260], [240, 176, 273, 268]]"
152.97341346740723,"[94, 93]","['person', 'person']","[[571, 158, 608, 259], [238, 174, 271, 269]]"
155.05576133728027,"[94, 86]","['person', 'person']","[[237, 174, 271, 269], [569, 159, 607, 260]]"
147.98307418823242,"[95, 83]","['person', 'person']","[[234, 173, 270, 269], [569, 158, 605, 261]]"
182.13582038879395,[85],['person'],"[[231, 173, 266, 268]]"
149.3849754333496,[],[],[]
155.70378303527832,[87],['person'],"[[284, 162, 316, 266]]"
153.37061882019043,[82],['person'],"[[282, 163, 315, 265]]"
158.35189819335938,[86],['person'],"[[280, 163, 311, 266]]"
155.5321216583252,[90],['person'],"[[276, 164, 308, 265]]"
174.818754196167,[92],['person'],"[[272, 163, 305, 265]]"
150.78067779541016,[81],['person'],"[[556, 159, 593, 261]]"
217.68951416015625,"[92, 86]","['person', 'person']","[[552, 160, 591, 262], [213, 174, 248, 269]]"
170.38917541503906,"[98, 94]","['person', 'person']","[[548, 158, 590, 261], [210, 174, 247, 270]]"
154.72698211669922,"[99, 91]","['person', 'person']","[[544, 161, 590, 260], [207, 174, 245, 270]]"
159.4259738922119,"[99, 90]","['person', 'person']","[[543, 163, 587, 260], [207, 174, 243, 269]]"
161.4689826965332,"[99, 86]","['person', 'person']","[[544, 160, 585, 261], [204, 174, 241, 269]]"
159.05213356018066,"[99, 89]","['person', 'person']","[[543, 160, 584, 261], [203, 174, 240, 268]]"
178.0226230621338,"[98, 90]","['person', 'person']","[[540, 163, 581, 261], [202, 173, 239, 268]]"
156.27217292785645,"[97, 87]","['person', 'person']","[[539, 162, 579, 262], [201, 173, 238, 268]]"
150.12049674987793,"[95, 90]","['person', 'person']","[[537, 159, 576, 263], [589, 150, 627, 257]]"
164.77441787719727,"[94, 93, 91]","['person', 'person', 'person']","[[587, 150, 624, 258], [536, 158, 572, 262], [249, 161, 284, 266]]"
